transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('382','45121', 0.888888888888889,29,'Female',53,'Clothing',2,500,245,1000),"
578,05-12-2023,22:42:00,68,Female,54,Clothing,4,30,9.3,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('578','45265', 0.945833333333333,68,'Female',54,'Clothing',4,30,9.3,120),"
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('923','45087', 0.722222222222222,62,'Male',32,'Beauty',3,300,165,900),"
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1382','45066', 0.759027777777778,139,'Female',53,'Clothing',2,500,185,1000),"
1578,20-11-2023,18:43:00,66,Female,54,Clothing,4,30,12,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1578','45250', 0.779861111111111,66,'Female',54,'Clothing',4,30,12,120),"
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1923','44654', 0.734722222222222,74,'Male',32,'Beauty',3,300,159,900),"
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,8.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('307','44876', 0.954166666666667,32,'Female',26,'Electronics',2,25,8.5,50),"
561,29-07-2022,17:04:00,34,Female,64,Clothing,4,500,250,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('561','44771', 0.711111111111111,34,'Female',64,'Clothing',4,500,250,2000),"
651,28-09-2023,21:02:00,30,Male,51,Clothing,3,50,26,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('651','45197', 0.876388888888889,30,'Male',51,'Clothing',3,50,26,150),"
1307,29-01-2022,22:11:00,68,Female,26,Electronics,2,25,11.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1307','44590', 0.924305555555556,68,'Female',26,'Electronics',2,25,11.75,50),"
1561,17-09-2023,19:38:00,16,Female,64,Clothing,4,500,170,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1561','45186', 0.818055555555556,16,'Female',64,'Clothing',4,500,170,2000),"
1651,04-12-2022,21:29:00,155,Male,51,Clothing,3,50,23.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1651','44899', 0.895138888888889,155,'Male',51,'Clothing',3,50,23.5,150),"
988,05-08-2022,18:41:00,85,Female,63,Clothing,3,25,8,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('988','44778', 0.778472222222222,85,'Female',63,'Clothing',3,25,8,75),"
1988,30-11-2023,18:47:00,144,Female,63,Clothing,3,25,7.25,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1988','45260', 0.782638888888889,144,'Female',63,'Clothing',3,25,7.25,75),"
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('67','45157', 0.846527777777778,119,'Female',48,'Beauty',4,300,129,1200),"
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1067','45202', 0.709027777777778,105,'Female',48,'Beauty',4,300,129,1200),"
915,11-10-2023,19:06:00,95,Female,26,Beauty,3,30,12.9,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('915','45210', 0.795833333333333,95,'Female',26,'Beauty',3,30,12.9,90),"
985,13-06-2023,22:33:00,113,Female,19,Electronics,2,25,9,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('985','45090', 0.939583333333333,113,'Female',19,'Electronics',2,25,9,50),"
1915,10-07-2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1915','45117', 0.951388888888889,53,'Female',26,'Beauty',3,30,9.3,90),"
1985,31-03-2023,20:15:00,113,Female,19,Electronics,2,25,9.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1985','45016', 0.84375,113,'Female',19,'Electronics',2,25,9.75,50),"
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('56','44922', 0.817361111111111,97,'Female',26,'Clothing',3,300,120,900),"
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,23.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('159','44875', 0.895833333333333,42,'Male',26,'Clothing',4,50,23.5,200),"
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('862','44906', 0.900694444444444,29,'Male',28,'Electronics',4,300,78,1200),"
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1056','44668', 0.823611111111111,54,'Female',26,'Clothing',3,300,114,900),"
1159,02-04-2023,18:08:00,41,Male,26,Clothing,4,50,18,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1159','45018', 0.755555555555556,41,'Male',26,'Clothing',4,50,18,200),"
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1862','44598', 0.951388888888889,64,'Male',28,'Electronics',4,300,165,1200),"
315,03-07-2023,18:53:00,122,Male,47,Clothing,2,30,15,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('315','45110', 0.786805555555556,122,'Male',47,'Clothing',2,30,15,60),"
545,19-12-2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('545','45279', 0.720833333333333,61,'Male',27,'Clothing',2,25,8.25,50),"
902,14-02-2022,17:16:00,108,Female,54,Beauty,1,50,21.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('902','44606', 0.719444444444444,108,'Female',54,'Beauty',1,50,21.5,50),"
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1315','44804', 0.869444444444444,14,'Male',47,'Clothing',2,30,12.9,60),"
1545,15-07-2023,18:21:00,16,Male,27,Clothing,2,25,8.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1545','45122', 0.764583333333333,16,'Male',27,'Clothing',2,25,8.25,50),"
1902,21-12-2022,17:12:00,97,Female,54,Beauty,1,50,14,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1902','44916', 0.716666666666667,97,'Female',54,'Beauty',1,50,14,50),"
170,21-09-2023,20:46:00,125,Female,25,Clothing,2,25,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('170','45190', 0.865277777777778,125,'Female',25,'Clothing',2,25,12.5,50),"
685,04-07-2023,22:15:00,90,Male,57,Electronics,2,25,7.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('685','45111', 0.927083333333333,90,'Male',57,'Electronics',2,25,7.75,50),"
958,01-01-2022,21:14:00,116,Male,62,Electronics,2,25,11,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('958','44562', 0.884722222222222,116,'Male',62,'Electronics',2,25,11,50),"
1170,06-01-2023,17:13:00,96,Female,25,Clothing,2,25,8,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1170','44932', 0.717361111111111,96,'Female',25,'Clothing',2,25,8,50),"
1685,20-04-2022,20:32:00,76,Male,57,Electronics,2,25,8.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1685','44671', 0.855555555555556,76,'Male',57,'Electronics',2,25,8.75,50),"
1958,27-11-2022,19:19:00,125,Male,62,Electronics,2,25,11.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1958','44892', 0.804861111111111,125,'Male',62,'Electronics',2,25,11.75,50),"
363,23-05-2022,22:51:00,92,Male,64,Beauty,1,25,13.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('363','44704', 0.952083333333333,92,'Male',64,'Beauty',1,25,13.5,25),"
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('394','44792', 0.810416666666667,105,'Female',27,'Clothing',1,500,165,500),"
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('537','45200', 0.754861111111111,98,'Female',21,'Beauty',1,500,275,500),"
1363,04-07-2023,20:27:00,33,Male,64,Beauty,1,25,7.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1363','45111', 0.852083333333333,33,'Male',64,'Beauty',1,25,7.75,25),"
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1394','44668', 0.8375,14,'Female',27,'Clothing',1,500,250,500),"
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1537','44894', 0.747916666666667,116,'Female',21,'Beauty',1,500,140,500),"
387,26-01-2023,21:58:00,118,Male,44,Beauty,1,30,9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('387','44952', 0.915277777777778,118,'Male',44,'Beauty',1,30,9,30),"
556,05-02-2022,17:37:00,42,Female,18,Electronics,1,50,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('556','44597', 0.734027777777778,42,'Female',18,'Electronics',1,50,12.5,50),"
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('782','44664', 0.910416666666667,71,'Male',59,'Clothing',3,300,150,900),"
906,19-07-2022,17:55:00,6,Female,20,Clothing,1,50,17,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('906','44761', 0.746527777777778,6,'Female',20,'Clothing',1,50,17,50),"
1387,26-07-2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1387','44768', 0.741666666666667,37,'Male',44,'Beauty',1,30,15.6,30),"
1556,17-05-2023,19:13:00,35,Female,18,Electronics,1,50,22.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1556','45063', 0.800694444444444,35,'Female',18,'Electronics',1,50,22.5,50),"
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1782','45023', 0.849305555555556,116,'Male',59,'Clothing',3,300,141,900),"
1906,01-10-2022,20:10:00,58,Female,20,Clothing,1,50,26.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1906','44835', 0.840277777777778,58,'Female',20,'Clothing',1,50,26.5,50),"
560,23-10-2023,22:51:00,7,Female,25,Electronics,1,50,19,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('560','45222', 0.952083333333333,7,'Female',25,'Electronics',1,50,19,50),"
944,23-08-2022,20:22:00,136,Male,44,Clothing,2,25,12,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('944','44796', 0.848611111111111,136,'Male',44,'Clothing',2,25,12,50),"
1560,13-11-2022,17:16:00,91,Female,25,Electronics,1,50,18.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1560','44878', 0.719444444444444,91,'Female',25,'Electronics',1,50,18.5,50),"
1944,18-07-2023,21:08:00,63,Male,44,Clothing,2,25,6.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1944','45125', 0.880555555555556,63,'Male',44,'Clothing',2,25,6.5,50),"
481,13-07-2023,17:12:00,48,Female,43,Electronics,4,300,114,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('481','45120', 0.716666666666667,48,'Female',43,'Electronics',4,300,114,1200),"
867,24-07-2022,22:40:00,152,Male,21,Electronics,1,500,185,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('867','44766', 0.944444444444444,152,'Male',21,'Electronics',1,500,185,500),"
882,22-10-2023,21:41:00,144,Female,64,Electronics,2,25,13.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('882','45221', 0.903472222222222,144,'Female',64,'Electronics',2,25,13.25,50),"
961,22-03-2023,22:36:00,86,Male,53,Beauty,4,50,23,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('961','45007', 0.941666666666667,86,'Male',53,'Beauty',4,50,23,200),"
1481,09-11-2023,17:22:00,20,Female,43,Electronics,4,300,114,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1481','45239', 0.723611111111111,20,'Female',43,'Electronics',4,300,114,1200),"
1867,16-05-2023,19:55:00,144,Male,21,Electronics,1,500,190,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1867','45062', 0.829861111111111,144,'Male',21,'Electronics',1,500,190,500),"
1882,21-06-2023,20:56:00,15,Female,64,Electronics,2,25,9,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1882','45098', 0.872222222222222,15,'Female',64,'Electronics',2,25,9,50),"
1961,15-05-2022,21:17:00,95,Male,53,Beauty,4,50,20.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1961','44696', 0.886805555555556,95,'Male',53,'Beauty',4,50,20.5,200),"
187,20-02-2022,20:19:00,88,Female,64,Clothing,2,50,21,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('187','44612', 0.846527777777778,88,'Female',64,'Clothing',2,50,21,100),"
446,02-11-2022,19:57:00,104,Male,21,Electronics,1,50,13,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('446','44867', 0.83125,104,'Male',21,'Electronics',1,50,13,50),"
1187,07-07-2023,17:05:00,52,Female,64,Clothing,2,50,12.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1187','45114', 0.711805555555556,52,'Female',64,'Clothing',2,50,12.5,100),"
1446,23-01-2022,18:55:00,155,Male,21,Electronics,1,50,23.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1446','44584', 0.788194444444444,155,'Male',21,'Electronics',1,50,23.5,50),"
539,30-11-2023,18:13:00,135,Male,25,Beauty,1,500,205,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('539','45260', 0.759027777777778,135,'Male',25,'Beauty',1,500,205,500),"
587,04-09-2023,19:00:00,91,Female,40,Beauty,4,300,99,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('587','45173', 0.791666666666667,91,'Female',40,'Beauty',4,300,99,1200),"
1539,06-12-2022,21:52:00,96,Male,25,Beauty,1,500,170,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1539','44901', 0.911111111111111,96,'Male',25,'Beauty',1,500,170,500),"
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1587','44870', 0.8375,140,'Female',40,'Beauty',4,300,105,1200),"
212,12-10-2023,18:13:00,105,Male,21,Clothing,3,500,215,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('212','45211', 0.759027777777778,105,'Male',21,'Clothing',3,500,215,1500),"
765,16-10-2022,19:03:00,77,Male,43,Clothing,4,50,12.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('765','44850', 0.79375,77,'Male',43,'Clothing',4,50,12.5,200),"
769,09-09-2022,18:57:00,18,Female,31,Electronics,4,30,10.2,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('769','44813', 0.789583333333333,18,'Female',31,'Electronics',4,30,10.2,120),"
1212,16-03-2022,18:05:00,142,Male,21,Clothing,3,500,265,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1212','44636', 0.753472222222222,142,'Male',21,'Clothing',3,500,265,1500),"
1765,18-10-2022,22:49:00,13,Male,43,Clothing,4,50,16,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1765','44852', 0.950694444444444,13,'Male',43,'Clothing',4,50,16,200),"
1769,08-10-2023,22:50:00,116,Female,31,Electronics,4,30,9.3,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1769','45207', 0.951388888888889,116,'Female',31,'Electronics',4,30,9.3,120),"
321,24-09-2023,19:53:00,30,Female,26,Electronics,2,25,9.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('321','45193', 0.828472222222222,30,'Female',26,'Electronics',2,25,9.5,50),"
356,27-08-2023,18:35:00,71,Male,50,Electronics,3,500,255,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('356','45165', 0.774305555555556,71,'Male',50,'Electronics',3,500,255,1500),"
510,29-05-2023,17:04:00,14,Female,39,Beauty,4,50,13,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('510','45075', 0.711111111111111,14,'Female',39,'Beauty',4,50,13,200),"
534,27-04-2023,22:30:00,112,Male,45,Clothing,2,500,140,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('534','45043', 0.9375,112,'Male',45,'Clothing',2,500,140,1000),"
1321,23-04-2023,22:54:00,155,Female,26,Electronics,2,25,10.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1321','45039', 0.954166666666667,155,'Female',26,'Electronics',2,25,10.5,50),"
1356,18-12-2023,21:31:00,11,Male,50,Electronics,3,500,245,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1356','45278', 0.896527777777778,11,'Male',50,'Electronics',3,500,245,1500),"
1510,20-11-2022,18:21:00,124,Female,39,Beauty,4,50,19,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1510','44885', 0.764583333333333,124,'Female',39,'Beauty',4,50,19,200),"
1534,13-06-2022,19:44:00,72,Male,45,Clothing,2,500,270,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1534','44725', 0.822222222222222,72,'Male',45,'Clothing',2,500,270,1000),"
104,09-06-2022,22:58:00,129,Female,34,Beauty,2,500,190,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('104','44721', 0.956944444444444,129,'Female',34,'Beauty',2,500,190,1000),"
110,18-11-2022,17:28:00,149,Male,27,Clothing,3,300,99,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('110','44883', 0.727777777777778,149,'Male',27,'Clothing',3,300,99,900),"
352,28-07-2023,17:55:00,54,Male,57,Electronics,2,500,175,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('352','45135', 0.746527777777778,54,'Male',57,'Electronics',2,500,175,1000),"
365,23-02-2023,22:12:00,151,Male,31,Clothing,1,300,93,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('365','44980', 0.925,151,'Male',31,'Clothing',1,300,93,300),"
887,24-02-2022,19:20:00,44,Male,59,Clothing,4,25,10,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('887','44616', 0.805555555555556,44,'Male',59,'Clothing',4,25,10,100),"
1104,11-07-2022,20:13:00,70,Female,34,Beauty,2,500,150,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1104','44753', 0.842361111111111,70,'Female',34,'Beauty',2,500,150,1000),"
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1110','44860', 0.801388888888889,62,'Male',27,'Clothing',3,300,114,900),"
1352,19-10-2023,17:40:00,14,Male,57,Electronics,2,500,260,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1352','45218', 0.736111111111111,14,'Male',57,'Electronics',2,500,260,1000),"
1365,08-11-2023,20:22:00,18,Male,31,Clothing,1,300,156,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1365','45238', 0.848611111111111,18,'Male',31,'Clothing',1,300,156,300),"
1887,11-12-2023,19:34:00,113,Male,59,Clothing,4,25,10,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1887','45271', 0.815277777777778,113,'Male',59,'Clothing',4,25,10,100),"
629,05-01-2023,19:55:00,39,Male,62,Electronics,2,25,8,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('629','44931', 0.829861111111111,39,'Male',62,'Electronics',2,25,8,50),"
1629,17-02-2022,20:18:00,144,Male,62,Electronics,2,25,10.75,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1629','44609', 0.845833333333333,144,'Male',62,'Electronics',2,25,10.75,50),"
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('655','44865', 0.779861111111111,19,'Female',55,'Clothing',1,500,210,500),"
1655,28-05-2023,17:57:00,8,Female,55,Clothing,1,500,125,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1655','45074', 0.747916666666667,8,'Female',55,'Clothing',1,500,125,500),"
